emdb_id,resolution,fitted_pdbs
EMD-33330,2.5,7xny
EMD-33137,2.84,7xd6
EMD-14469,2.9,7z30
EMD-16246,2.9,8buu
EMD-33136,2.84,7xd5
EMD-28915,3.1,8f86
EMD-15393,3.25,8afa
EMD-29788,2.09,8g6y
EMD-40033,3.08,8gh6
EMD-33875,3.4,7yjn
EMD-33876,2.8,7yjo
EMD-28890,2.76,8f6t
EMD-29786,2.02,8g6w
EMD-33873,3.2,7yjk
EMD-14468,3.07,7z2z
EMD-14470,2.76,7z31
EMD-33874,3.2,7yjm
EMD-33770,3.0,7yed
EMD-29055,2.96,8ffs
EMD-28818,2.9,8f2k
EMD-40094,2.8,8gjm
EMD-14421,2.6,7z0h
EMD-29455,3.08,8fu8
EMD-29454,3.21,8fu7
EMD-26487,2.95,7ugd
EMD-26504,2.99,7uh3
EMD-35223,2.98,8i7n
EMD-15555,2.8,8aox
EMD-26505,3.44,7uh6
EMD-33816,3.41,7ygd
EMD-26662,2.4,7upd
EMD-33155,3.34,7xec
EMD-33920,3.2,7ylx
EMD-27230,3.4,8d7h
EMD-34073,3.0,7ys6
EMD-33814,2.62,7ygb
EMD-26498,2.96,7ugx
EMD-27410,3.17,8dfp
EMD-26489,2.81,7ugj
EMD-15704,2.8,8axv
EMD-33921,3.05,7yly
EMD-33145,2.72,7xde
EMD-26658,2.9,7up9
EMD-33147,2.84,7xdg
EMD-33787,3.4,7yfe
EMD-29779,3.3,8g6r
EMD-26659,2.5,7upa
EMD-33815,2.65,7ygc
EMD-27244,3.22,8d82
EMD-27227,3.03,8d74
EMD-31479,2.9,7f6g
EMD-33138,3.02,7xd7
EMD-33146,2.72,7xdf
EMD-26652,2.8,7uop
EMD-33805,3.32,7yg2
EMD-26660,3.0,7upb
EMD-29302,2.89,8fn0
EMD-28582,3.4,8esz
EMD-28581,3.3,8esw
EMD-15868,2.8,8b6j
EMD-35135,2.8,8i2g
EMD-27408,3.45,8dfm
EMD-15554,2.7,8aow
EMD-15866,3.0,8b6g
EMD-15867,2.6,8b6h
EMD-15865,2.8,8b6f
EMD-33811,2.97,7yg8
EMD-33813,2.35,7yga
EMD-33812,2.68,7yg9
EMD-26497,2.94,7ugv
EMD-33919,3.39,7ylw
EMD-33154,3.4,7xe4
EMD-27229,3.37,
EMD-33315,3.1,7xnh
EMD-33429,3.01,7xso
EMD-33984,2.95,7yon
EMD-16610,3.0,8cen
EMD-33327,3.4,7xnv
EMD-26959,2.78,8crx
EMD-34821,2.8,8him
EMD-26130,3.0,7tu9
EMD-34064,3.35,7yrq
EMD-32924,3.3,7x0t
EMD-29004,3.1,8fd7
EMD-29787,2.31,8g6x
EMD-33711,3.1,7yag
EMD-32951,3.3,7x1w
EMD-32249,3.4,7w0y
EMD-16171,2.73,8bq5
EMD-33712,3.12,7yah
EMD-33065,3.3,7x93
EMD-34464,3.27,8h3d
EMD-33088,2.84,7xa9
EMD-33254,3.4,7xki
EMD-26141,3.2,7tvi
EMD-32930,2.96,7x0z
EMD-28896,3.1,8f76
EMD-28534,3.15,8epx
EMD-34465,3.06,8h3e
EMD-27944,3.13,8e8m
EMD-29506,2.7,8fwj
EMD-27935,2.94,8e74
EMD-33717,3.3,7yam
EMD-29019,3.0,8fe1
EMD-27942,3.03,8e82
EMD-16345,3.24,8bzy
EMD-29505,2.9,8fwi
EMD-33270,2.2,7xkt
EMD-27956,2.9,8e95
EMD-33713,3.14,7yai
EMD-33714,3.16,7yaj
EMD-23679,2.69,7m5p
EMD-23682,3.26,7m5s
EMD-23680,2.9,7m5q
EMD-23681,2.84,7m5r
EMD-26686,2.43,7uqb
EMD-15616,2.9,8asi
EMD-27028,2.84,8cwo
EMD-35358,2.8,8id6
EMD-26703,2.44,7uqz
EMD-33151,3.08,7xdl
EMD-35359,3.0,8id8
EMD-35357,3.1,8id4
EMD-35360,3.0,8id9
EMD-26651,2.34,7uoo
EMD-15775,3.03,8b01
EMD-26160,3.0,7txt
EMD-26941,2.36,7v08
EMD-35356,3.1,8id3
EMD-27009,2.66,8cvm
EMD-26799,2.9,7uui
EMD-16225,3.4,8bsi
EMD-27011,2.95,8cvo
EMD-15592,3.3,8aqw
EMD-14573,3.25,7z9k
EMD-27687,3.48,8dsa
EMD-15488,2.3,8akn
EMD-29005,3.3,8fd8
EMD-15113,1.67,8a3d
EMD-28275,2.71,8eno
EMD-13897,3.4,7qcn
EMD-15426,2.6,8agw
EMD-15523,2.8,8am9
EMD-13896,3.36,7qcl
EMD-15296,2.5,8aaf
EMD-28273,2.14,8enm
EMD-15423,2.6,8agt
EMD-28897,3.15,8f77
EMD-29736,2.64,8g59
EMD-26316,2.8,7u2n
EMD-15427,2.4,8agx
EMD-27025,2.9,8cwl
EMD-15533,2.1,8ana
EMD-27676,3.18,8dre
EMD-27682,3.07,8ds3
EMD-28898,3.15,8f79
EMD-14922,2.8,7zrv
EMD-28274,2.58,8enn
EMD-15424,2.7,8agu
EMD-15425,2.6,8agv
EMD-34388,3.3,8gz2
EMD-34387,3.4,8gz1
EMD-29714,2.2,8g46
EMD-28272,2.37,8enl
EMD-27677,2.95,8drk
EMD-28901,3.15,8f7b
EMD-27686,3.17,8ds9
EMD-27316,1.92,8dbx
EMD-34841,2.7,8hk1
EMD-13899,3.25,7qcu
EMD-26315,2.9,7u2m
EMD-27674,3.04,8dr8
EMD-26541,3.4,7ui7
EMD-33489,3.04,7xw2
EMD-26957,2.04,8crs
EMD-15428,2.6,8agz
EMD-28894,3.1,8f74
EMD-15521,3.4,8alz
EMD-28146,3.3,8ehf
EMD-29245,3.3,8fjp
EMD-33150,3.2,7xdk
EMD-29679,3.3,8g2j
EMD-27778,3.12,8dy9
EMD-28109,3.2,8eg7
EMD-33142,2.62,7xdb
EMD-27010,2.4,8cvn
EMD-15860,2.86,8b5l
EMD-26317,3.1,7u2o
EMD-33593,2.62,7y3f
EMD-15590,3.22,8aqu
EMD-28223,2.8,8el7
EMD-29678,3.3,8g27
EMD-15588,2.92,8aqs
EMD-26551,3.3,7uio
EMD-15591,2.96,8aqv
EMD-15712,1.96,8aye
EMD-16491,3.36,8c8q
EMD-28143,3.4,8eh8
EMD-33888,3.03,7yk6
EMD-27777,3.18,8dy7
EMD-14947,2.63,7zss
EMD-35208,3.06,8i6v
EMD-28110,3.3,8eg8
EMD-33889,2.75,7yk7
EMD-27419,2.24,8dg9
EMD-33931,2.6,7yml
EMD-34090,3.0,7ytj
EMD-26809,3.2,7uv9
EMD-33394,2.3,7xqf
EMD-29025,2.71,8fef
EMD-33393,2.7,7xqd
EMD-14248,2.52,7r3k
EMD-29023,2.76,8fed
EMD-32228,2.61,7vzg
EMD-15166,3.4,8a5e
EMD-33241,3.1,7xk2
EMD-14926,3.2,7zs5
EMD-26203,2.88,7tz6
EMD-14317,2.15,7r4x
EMD-14979,2.5,7zux
EMD-15863,2.79,8b6c
EMD-29024,2.9,8fee
EMD-14861,3.47,7zpq
EMD-15779,3.0,8b0f
EMD-14570,3.06,7z9c
EMD-14718,2.71,7zh2
EMD-27279,3.2,8dbc
EMD-28057,3.1,8eet
EMD-16011,3.49,8bew
EMD-27032,2.7,8cx0
EMD-15527,3.0,8amw
EMD-29654,2.9,8g0d
EMD-27282,2.2,8dbf
EMD-14717,2.48,7zh1
EMD-27283,2.2,8dbg
EMD-27836,2.3,8e2h
EMD-26718,2.39,7urt
EMD-27291,2.4,8dbn
EMD-14724,3.3,7zh5
EMD-29650,3.1,8g09
EMD-14572,3.25,7z9g
EMD-29100,2.9,8fhr
EMD-29096,3.0,8fhn
EMD-29648,2.8,8g07
EMD-29651,2.9,8g0a
EMD-27033,3.3,8cx1
EMD-15528,2.55,8amx
EMD-27285,2.0,8dbi
EMD-27290,2.4,8dbm
EMD-27284,2.2,8dbh
EMD-15212,3.1,8a6t
EMD-27289,2.4,8dbl
EMD-27833,1.98,8e2e
EMD-29655,2.6,8g0e
EMD-14574,3.3,7z9m
EMD-27281,2.1,8dbe
EMD-29097,2.95,8fho
EMD-27293,2.5,8dbo
EMD-26132,2.66,7tui
EMD-27287,2.1,8dbk
EMD-29653,2.8,8g0c
EMD-29099,2.81,8fhq
EMD-27004,3.1,8cv0
EMD-33479,2.76,7xv3
EMD-27280,3.2,8dbd
EMD-26715,3.43,7urn
EMD-29098,3.04,8fhp
EMD-29103,3.02,8fht
EMD-27286,2.0,8dbj
EMD-27003,3.0,8cuz
EMD-27335,3.3,8dd7
EMD-29649,2.8,8g08
EMD-29652,2.8,8g0b
EMD-15663,3.3,8atu
EMD-28054,2.2,8eep
EMD-27034,3.2,8cx2
EMD-26574,1.94,7uk4
EMD-27005,2.6,8cv1
EMD-34805,3.2,8hho
EMD-27531,2.56,8dm9
EMD-14266,2.4,7r44
EMD-34835,3.12,8hj9
EMD-28241,2.97,8em7
EMD-14287,2.3,7r48
EMD-27527,2.51,8dm5
EMD-14302,2.4,7r4f
EMD-28546,2.8,8equ
EMD-34830,3.08,8hiz
EMD-14251,2.3,7r41
EMD-26058,3.4,7tpk
EMD-27528,2.77,8dm6
EMD-27945,2.77,8e8o
EMD-29082,3.1,8fhd
EMD-34549,3.2,8h8j
EMD-28545,3.4,8eqt
EMD-16086,3.1,8bip
EMD-28886,3.46,8f6k
EMD-26856,3.28,7uxa
EMD-27530,2.68,8dm8
EMD-14292,2.3,7r4c
EMD-14307,2.5,7r4g
EMD-34744,3.31,8hgo
EMD-27529,2.49,8dm7
EMD-28233,2.83,8em4
EMD-34826,3.2,8hiq
EMD-27532,2.79,8dma
EMD-14282,2.3,7r47
EMD-14277,2.4,7r46
EMD-32258,2.59,7w1y
EMD-33285,3.1,7xlq
EMD-15802,2.6,8b14
EMD-34831,3.29,8hj3
EMD-25989,2.91,7tlj
EMD-14272,2.4,7r45
EMD-14528,2.5,7z6q
EMD-14261,2.4,7r43
EMD-28538,3.0,8eqj
EMD-28544,3.1,8eqs
EMD-34726,2.98,8hfs
EMD-14297,2.3,7r4d
EMD-14256,2.3,7r42
EMD-28374,3.3,8eof
EMD-28964,2.7,8fbl
EMD-29327,2.11,8fnv
EMD-32726,2.66,7wrh
EMD-28373,3.2,8eoe
EMD-32267,2.7,7w2y
EMD-28665,3.2,8exy
EMD-32266,2.6,7w2u
EMD-32302,3.0,7w4e
EMD-32300,2.7,7w4c
EMD-33392,3.0,7xqb
EMD-34807,2.77,8hhy
EMD-28165,2.24,8eiu
EMD-32619,3.11,7wn1
EMD-32719,3.24,7wr9
EMD-27070,2.94,8cy8
EMD-32269,3.1,7w31
EMD-28535,2.71,8eq4
EMD-32270,2.9,7w32
EMD-26697,3.1,7uqk
EMD-32264,3.0,7w2l
EMD-34964,3.03,8hr9
EMD-34963,3.3,8hr8
EMD-28467,3.3,8eot
EMD-34074,3.18,7ysg
EMD-27023,3.0,8cw4
EMD-26999,3.2,8cue
EMD-34085,3.39,7ytc
EMD-32265,2.9,7w2r
EMD-26696,3.0,7uqj
EMD-28466,3.1,8eos
EMD-28174,3.13,8ej3
EMD-29209,3.18,8fis
EMD-32301,3.0,7w4d
EMD-28149,3.0,8ehq
EMD-32271,3.0,7w35
EMD-15862,2.589,8b64
EMD-32263,2.9,7w2k
EMD-16168,2.09,8bpx
EMD-26005,3.1,7tn9
EMD-27306,3.1,8dbt
EMD-32599,3.2,7wm4
EMD-15417,2.8,8ag6
EMD-32312,3.3,7w4q
EMD-27385,3.2,8de6
EMD-27303,3.2,8dbr
EMD-25751,3.16,7t94
EMD-32307,3.1,7w4l
EMD-15905,3.0,8b7y
EMD-27307,3.4,8dbu
EMD-25804,2.9,7tc7
EMD-32308,3.3,7w4m
EMD-32537,2.88,7wiv
EMD-32538,3.12,7wiw
EMD-27526,2.45,8dm4
EMD-32304,3.1,7w4g
EMD-32597,2.8,7wm1
EMD-27525,2.37,8dm3
EMD-32303,2.7,7w4f
EMD-34365,2.8,8gxy
EMD-34362,2.5,8gxu
EMD-25775,3.2,7tai
EMD-32306,3.2,7w4k
EMD-32309,3.0,7w4n
EMD-32598,2.69,7wm2
EMD-27497,3.0,8dl6
EMD-27524,2.91,8dm2
EMD-32305,3.2,7w4j
EMD-25805,2.4,7tc8
EMD-25752,3.22,7t96
EMD-25749,3.32,7t90
EMD-15027,2.13,7zyv
EMD-14385,2.87,7yyo
EMD-27523,3.04,8dm1
EMD-34364,3.0,8gxx
EMD-34652,3.43,8hc5
EMD-34366,3.1,8gxz
EMD-34363,2.7,8gxw
EMD-14123,2.7,7qrm
EMD-25748,3.21,7t8x
EMD-28333,3.1,8eob
EMD-15894,3.3,8b70
EMD-14121,2.1,7qq3
EMD-15389,3.05,8aey
EMD-32257,3.0,7w1v
EMD-14545,2.91,7z87
EMD-33568,3.4,7y1o
EMD-32255,3.0,7w1t
EMD-15962,2.7,8bc4
EMD-32499,2.65,7whd
EMD-34676,2.87,8hdo
EMD-34158,2.8,8gna
EMD-15608,2.6,8as7
EMD-32498,2.67,7whb
EMD-27760,3.4,8dwu
EMD-15615,3.2,8asg
EMD-32256,3.2,7w1u
EMD-33597,3.2,7y3r
EMD-15614,2.6,8asd
EMD-32259,2.6,7w1z
EMD-15936,3.28,8b9z
EMD-34677,3.2,8hdp
EMD-33854,2.6,7yi9
EMD-27870,2.68,8e3q
EMD-27866,2.53,8e3i
EMD-14546,3.33,7z88
EMD-27179,2.74,8d4a
EMD-33853,2.7,7yi8
EMD-32260,3.0,7w20
EMD-15961,2.1,8bc3
EMD-34270,3.1,8gu6
EMD-25924,2.6,7tjf
EMD-28846,3.4,8f3d
EMD-14780,2.75,7zlh
EMD-14781,2.99,7zli
EMD-24393,3.1,7rb3
EMD-33528,2.77,7xzi
EMD-33621,3.45,7y5n
EMD-26066,2.9,7tqd
EMD-16003,2.29,8beh
EMD-16008,2.29,8bep
EMD-27934,3.2,8e73
EMD-16007,2.25,8bel
EMD-14779,2.72,7zlg
EMD-15998,2.03,8bed
EMD-16075,3.2,8bi0
EMD-16069,3.1,8bht
EMD-15999,2.04,8bee
EMD-33529,2.97,7xzj
EMD-16000,2.13,8bef
EMD-33192,3.35,7xha
EMD-26028,2.74,7to3
EMD-33193,3.33,7xhb
EMD-34311,3.39,8gwf
EMD-34310,2.66,8gwe
EMD-34371,3.3,8gy7
EMD-26801,1.67,7uur
EMD-32928,2.56,7x0x
EMD-33653,3.2,7y76
EMD-32490,3.2,7wgv
EMD-34519,3.2,8h77
EMD-27661,1.52,8dqv
EMD-33904,2.52,7yla
EMD-26767,2.19,7utd
EMD-16006,2.86,8bek
EMD-32218,2.5,7vz1
EMD-26123,2.9,7ttt
EMD-15984,2.7,8bdr
EMD-14222,2.51,7r0e
EMD-14857,3.12,7zpl
EMD-15851,2.0,8b4o
EMD-15804,3.4,8b1t
EMD-15039,2.6,7zzq
EMD-28857,3.06,8f4r
EMD-28539,2.6,8eqm
EMD-15041,3.3,7zzy
EMD-15803,3.2,8b1r
EMD-15996,2.34,8be0
EMD-28551,2.86,8era
EMD-26120,3.3,7ttn
EMD-15975,3.3,8bd5
EMD-16013,2.96,8bf5
EMD-15974,3.44,8bd4
EMD-14144,2.48,7qtl
EMD-32210,2.4,7vyn
EMD-32229,2.22,7vzr
EMD-16349,2.7,8c01
EMD-14240,2.58,7r1f
EMD-32254,3.1,7w1p
EMD-15165,2.9,8a5d
EMD-26089,3.0,7trg
EMD-32222,2.7,7vz8
EMD-34245,3.47,8gt6
EMD-34587,3.25,8haf
EMD-33294,2.99,7xmd
EMD-13968,2.97,7qha
EMD-26485,2.9,7ug6
EMD-27250,3.13,8d8k
EMD-32425,2.87,7wcn
EMD-26807,3.2,7uuz
EMD-15713,3.35,8ayh
EMD-26806,3.3,7uuy
EMD-15684,3.4,8avv
EMD-33293,3.09,7xmc
EMD-28867,3.4,8f5p
EMD-34585,2.62,8ha0
EMD-26808,3.1,7uv0
EMD-27898,3.4,8e4y
EMD-34389,3.3,8gz3
EMD-28259,1.66,8emq
EMD-34731,2.8,8hg1
EMD-28269,1.68,8en7
EMD-32424,2.33,7wcm
EMD-15919,2.94,8b8q
EMD-27978,2.45,8eaj
EMD-28909,3.0,8f7s
EMD-28911,3.19,8f7w
EMD-26350,3.32,7u5h
EMD-15179,3.2,8a5o
EMD-28175,3.4,8ej4
EMD-26967,2.54,8csq
EMD-33677,2.54,7y81
EMD-33680,2.61,7y84
EMD-27975,3.01,8eag
EMD-32242,3.4,7w0h
EMD-26355,2.28,7u5m
EMD-26353,2.78,7u5k
EMD-15163,3.3,8a5a
EMD-15180,3.4,8a5p
EMD-26351,3.26,7u5i
EMD-33591,2.8,7y38
EMD-32202,3.1,7vye
EMD-14875,3.4,7zr0
EMD-32214,2.5,7vys
EMD-27979,2.67,8eak
EMD-26259,2.76,7u0h
EMD-28078,2.8,8efc
EMD-33681,2.73,7y85
EMD-32348,3.0,7w7u
EMD-32230,3.2,7vzv
EMD-25665,3.0,7t3n
EMD-26968,2.54,8csr
EMD-26970,2.85,8cst
EMD-32231,3.2,7vzw
EMD-32784,3.0,7wtf
EMD-27443,2.61,8diu
EMD-32248,2.8,7w0r
EMD-33678,2.83,7y82
EMD-26356,2.58,7u5n
EMD-34313,3.18,8gwi
EMD-28530,3.1,8epm
EMD-32350,3.2,7w7w
EMD-34312,3.37,8gwg
EMD-28529,3.1,8epl
EMD-32197,2.9,7vy9
EMD-28908,3.28,8f7r
EMD-32349,3.0,7w7v
EMD-26969,2.36,8css
EMD-33312,3.45,7xn6
EMD-27981,2.59,8eam
EMD-15647,3.45,8atf
EMD-27976,2.48,8eah
EMD-34232,3.1,8gsd
EMD-27544,3.47,8dmm
EMD-33679,2.93,7y83
EMD-15609,3.0,8as8
EMD-15184,3.3,8a5q
EMD-26966,2.66,8csp
EMD-27977,2.76,8eai
EMD-26354,2.67,7u5l
EMD-26352,2.96,7u5j
EMD-32347,3.4,7w7t
EMD-28084,3.0,8efk
EMD-32198,2.8,7vya
EMD-27980,2.34,8eal
EMD-33310,3.35,7xn4
EMD-28907,3.22,8f7q
EMD-26971,3.03,8csu
EMD-27251,2.6,8d8l
EMD-33311,3.18,7xn5
EMD-32196,2.6,7vy8
EMD-28075,2.4,8ef9
EMD-27974,2.62,8eaf
EMD-33676,2.71,7y80
EMD-33198,2.55,7xht
EMD-34317,3.38,8gwn
EMD-26990,3.3,8cth
EMD-26884,3.1,7uza
EMD-27906,3.0,8e58
EMD-26882,3.1,7uz8
EMD-27907,3.1,8e59
EMD-26878,3.1,7uz4
EMD-34308,2.75,8gwb
EMD-26879,3.2,7uz5
EMD-33477,3.49,7xur
EMD-25612,2.5,7t2g
EMD-15007,3.0,7zx8
EMD-15920,3.1,8b8r
EMD-15420,3.1,8agc
EMD-15419,3.0,8agb
EMD-27908,3.3,8e5a
EMD-27957,3.38,8e96
EMD-28197,2.7,8ekc
EMD-25613,3.2,7t2h
EMD-27905,2.8,8e57
EMD-27499,3.0,8dl8
EMD-26880,2.8,7uz6
EMD-34271,2.77,8gua
EMD-27909,3.3,8e5b
EMD-27498,2.7,8dl7
EMD-26313,3.3,7u2k
EMD-26881,2.9,7uz7
EMD-14582,2.8,7zay
EMD-15421,2.8,8age
EMD-27904,2.8,8e56
EMD-13892,2.79,7qca
EMD-26846,2.9,7ux2
EMD-26857,3.2,7uxc
EMD-31890,2.5,7vcf
EMD-27972,3.0,8ea4
EMD-14794,2.75,7zmb
EMD-26642,3.13,7uo9
EMD-14509,2.7,7z4w
EMD-14791,2.77,7zm7
EMD-33296,3.09,7xmg
EMD-33292,3.22,7xm9
EMD-27966,2.69,8e9w
EMD-27967,2.7,8e9x
EMD-28877,3.15,8f68
EMD-28879,3.46,8f6c
EMD-14796,2.83,7zme
EMD-27968,2.79,8e9y
EMD-26645,2.68,7uob
EMD-14847,3.03,7zol
EMD-27969,2.69,8e9z
EMD-33201,2.23,7xib
EMD-27273,3.0,8dar
EMD-14792,2.76,7zm8
EMD-26641,3.09,7uo7
EMD-15006,3.4,7zx7
EMD-14997,3.0,7zwd
EMD-26646,2.67,7uoe
EMD-33295,3.07,7xmf
EMD-32659,3.47,7wou
EMD-14996,3.2,7zwc
EMD-26861,3.2,7uxh
EMD-33652,3.1,7y75
EMD-14798,2.47,7zmh
EMD-33835,3.1,7yhp
EMD-14797,2.44,7zmg
EMD-27970,2.56,8ea0
EMD-33200,2.52,7xi9
EMD-14848,3.2,7zoq
EMD-26639,3.38,7uo4
EMD-15378,3.25,8ae1
EMD-15793,1.55,8b0x
EMD-33832,3.3,7yho
EMD-32655,3.47,7woq
EMD-26549,3.1,7uim
EMD-14764,3.2,7zkp
EMD-27218,3.14,8d66
EMD-32186,2.7,7vxp
EMD-34307,2.9,8gwa
EMD-33434,3.04,7xst
EMD-26550,2.8,7uin
EMD-34272,2.73,8gub
EMD-25446,3.26,7sva
EMD-32188,2.8,7vxu
EMD-33641,2.85,7y6i
EMD-32203,2.8,7vyf
EMD-34273,2.62,8gud
EMD-26402,3.4,7u9o
EMD-14705,1.77,7zg7
EMD-25488,3.13,7swx
EMD-32204,2.9,7vyg
EMD-32191,3.3,7vy1
EMD-27872,2.3,8e3x
EMD-32206,3.1,7vyi
EMD-32588,2.8,7wlm
EMD-32205,2.9,7vyh
EMD-27982,3.26,8eaq
EMD-27874,2.7,8e3z
EMD-32187,2.9,7vxs
EMD-27215,3.14,8d63
EMD-24681,2.9,7rtf
EMD-27873,2.3,8e3y
EMD-26605,3.36,7umm
EMD-24670,3.0,7rsh
EMD-27436,2.73,8dhm
EMD-33308,3.25,7xmz
EMD-27217,3.47,8d65
EMD-25487,3.13,7sww
EMD-14971,2.85,7zub
EMD-27219,3.3,8d67
EMD-27216,3.14,8d64
EMD-14765,3.15,7zkq
EMD-27220,3.36,8d68
EMD-13805,3.0,7q4k
EMD-32844,2.26,7wv3
EMD-15917,3.49,8b8m
EMD-27580,2.73,8dnu
EMD-27440,2.62,8dim
EMD-33040,3.2,7x7a
EMD-26481,2.7,7ufu
EMD-28575,3.1,8esc
EMD-32535,3.21,7wit
EMD-27576,2.69,8dnp
EMD-33998,3.48,7ypb
EMD-14917,3.1,7zrk
EMD-15916,3.01,8b8k
EMD-26480,2.9,7uft
EMD-33997,3.05,7ypa
EMD-15959,2.93,8bc1
EMD-15576,3.1,8apn
EMD-14927,3.1,7zs9
EMD-26479,3.4,7ufs
EMD-27745,2.9,8dvu
EMD-32617,3.2,7wmv
EMD-25872,3.09,7tfh
EMD-27415,3.06,8dfv
EMD-26478,2.7,7ufr
EMD-28637,2.5804,8evu
EMD-28064,2.95,8eex
EMD-28641,2.65159,8ew3
EMD-25874,3.3,7tfj
EMD-33114,3.1,7xc7
EMD-14912,3.4,7zre
EMD-25876,3.33,7tfl
EMD-14460,3.3,7z2b
EMD-25149,3.36,7sj0
EMD-14914,3.4,7zrh
EMD-32846,3.1,7wv5
EMD-25873,3.41,7tfi
EMD-27416,3.26,8dg5
EMD-28065,2.53,8eey
EMD-15958,3.09,8bc0
EMD-27744,3.0,8dvs
EMD-15100,2.91,8a22
EMD-33501,2.24,7xxf
EMD-14149,2.1,7qun
EMD-27417,3.32,8dg7
EMD-14911,3.3,7zrd
EMD-25875,3.25,7tfk
EMD-15914,2.96,8b8j
EMD-27173,2.88,8d43
EMD-33056,2.8,7x8a
EMD-33433,3.2,7xss
EMD-24270,3.04,7nad
EMD-31395,3.29,7f03
EMD-34218,2.84,8gs2
EMD-31532,2.9,7fcv
EMD-26554,3.38,7uiv
EMD-34419,2.99,8h0z
EMD-24290,3.07,7r72
EMD-28086,2.8,8efo
EMD-34421,2.72,8h11
EMD-33214,2.53,7xj0
EMD-32769,3.4,7wsw
EMD-28033,3.4,8ed9
EMD-28069,3.2,8ef6
EMD-33695,2.49,7y9x
EMD-34418,2.85,8h0y
EMD-33439,3.08,7xt4
EMD-26555,3.33,7uiw
EMD-33216,2.93,7xj1
EMD-24271,3.13,7naf
EMD-31394,3.24,7f02
EMD-32780,3.3,7wte
EMD-28088,3.3,8efq
EMD-26559,3.26,7uj0
EMD-33432,2.97,7xsr
EMD-33467,3.3,7xuf
EMD-34426,3.35534,8h16
EMD-14124,2.24,7qru
EMD-28077,3.2,8efb
EMD-31396,2.86,7f04
EMD-34417,2.57,8h0x
EMD-33696,2.77,7y9y
EMD-28085,3.2,8efl
EMD-26496,3.4,7ugq
EMD-24269,3.04,7nac
EMD-26556,3.24,7uix
EMD-32757,3.03,7wsg
EMD-26558,3.24,7uiz
EMD-32758,2.89,7wsh
EMD-34425,3.14182,8h15
EMD-33430,2.89,7xsp
EMD-15210,3.18,8a6l
EMD-33431,2.88,7xsq
EMD-24296,3.04,7r7a
EMD-34422,3.44681,8h12
EMD-28066,3.3,8ef5
EMD-27015,3.1,8cvs
EMD-15175,2.3,8a5i
EMD-27343,3.2,8ddv
EMD-15220,3.06,8a7d
EMD-27018,3.0,8cvt
EMD-25413,2.4,7sss
EMD-27339,3.2,8ddr
EMD-27342,3.0,8ddu
EMD-28025,2.0,8ecy
EMD-33628,3.0,7y5x
EMD-26423,2.4,7uaf
EMD-15161,2.3,8a57
EMD-26027,3.2,7to2
EMD-26023,3.2,7tny
EMD-26422,2.6,7uae
EMD-26344,3.1,7u58
EMD-26420,2.7,7uac
EMD-28032,3.2,8ed8
EMD-27341,3.1,8ddt
EMD-27159,3.49,8d3l
EMD-26655,2.75,7uov
EMD-27138,2.82,8d1v
EMD-27160,3.41,8d3m
EMD-24278,3.2,7naq
EMD-33629,3.4,7y5z
EMD-26426,2.8,7uai
EMD-27753,2.71,8dwg
EMD-15364,2.95,8adl
EMD-27338,2.7,8ddq
EMD-27013,2.7,8cvr
EMD-33624,2.9,7y5t
EMD-27743,3.3,8dvr
EMD-27754,3.25,8dwh
EMD-15204,3.1,8a63
EMD-27891,3.32,8e4l
EMD-15241,3.34,8a8v
EMD-32714,3.2,7wqw
EMD-27795,2.99,8dze
EMD-26383,3.2,7u8g
EMD-26557,3.22,7uiy
EMD-13954,2.86,7qgg
EMD-28559,3.1,8err
EMD-15560,2.7,8ap7
EMD-32043,2.64,7vnn
EMD-27894,3.43,8e4o
EMD-27892,3.44,8e4m
EMD-28558,3.3,8erq
EMD-25916,2.41,7tj5
EMD-34137,2.8,7yvs
EMD-27893,3.07,8e4n
EMD-32715,2.7,7wqx
EMD-15757,3.15,8aza
EMD-25917,2.9,7tj6
EMD-34221,2.86,8gs6
EMD-32041,2.56,7vnj
EMD-26490,3.4,7ugn
EMD-34136,3.18,7yvq
EMD-32717,3.1,7wr7
EMD-15328,3.4,8abz
EMD-26621,3.0,7und
EMD-34034,3.45,7yqt
EMD-25621,3.47,7t2p
EMD-34035,3.19,7yqu
EMD-32756,2.87,7wsf
EMD-28160,2.8,8eio
EMD-32804,3.1,7wtx
EMD-32800,3.1,7wtt
EMD-32790,3.3,7wtl
EMD-32806,3.0,7wtz
EMD-34420,2.99,8h10
EMD-33587,3.48,7y27
EMD-32801,3.0,7wtu
EMD-15294,2.46,8aa5
EMD-26742,3.09,7usx
EMD-31723,3.4,7v5d
EMD-32755,2.93,7wse
EMD-26741,3.1,7usw
EMD-34043,3.3,7yr2
EMD-34424,3.39,8h14
EMD-32792,3.4,7wtn
EMD-25994,3.25,7tm3
EMD-27533,3.1,8dmb
EMD-28161,3.0,8eiq
EMD-32803,3.2,7wtw
EMD-32807,3.3,7wu0
EMD-14751,2.8,7zjw
EMD-26620,3.0,7unc
EMD-23673,2.8,7m5d
EMD-15284,2.8,8a9j
EMD-14633,2.7,7zcu
EMD-33084,2.78,7x9w
EMD-14720,2.5,7zh3
EMD-25214,2.74,7sn8
EMD-27964,2.7,8e9h
EMD-25100,2.6,7sfr
EMD-27963,2.6,8e9g
EMD-14178,3.0,7qvi
EMD-27965,2.8,8e9i
EMD-14721,2.49,7zh4
